,index,Session_Name_,Trial_Index_,expcond,trialn,noisecond,whichfirstopt,noiseinl,noiseinr,freql,freqr,frame,Frame_Name,Slider_X,Choice_SND1_Time,CONF,CONF_RT,Choice_SND1,Choice_SND1_RT,TRIAL_N_LIVE,itm_1,itm,part,logRT,zRT,zLogRT,zConf,zLFreq,zRFreq,Choice,totFreq,dFreq,absDFreq,zTotFreq,zDFreq,zAbsDFreq,choFreq,unchoFreq,zChoFreq,zUnchoFreq,ConfSplit,correct,LEv_bin,REv_bin
4491,5571,Pilot34,193,Experiment,126,1,0,1,1,4,10,2,aversion2.png,582,4012710.03,61.67,2197,z,582,173,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L04_R10.wav,30,6.366470447731438,-1.1246245782532764,-1.2973157126991883,0.5645990940073783,-0.5222329678670935,1.5666989036012806,0,14,6,6,0.7833494518006403,1.4012980994907414,1.0552897060221724,4,10,-0.5280585717549721,1.5351786918676338,1.0,1,1,4
4492,5572,Pilot34,194,Experiment,162,1,0,1,1,8,10,2,aversion2.png,432,4024845.88,36.67,2489,z,717,174,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L08_R10.wav,30,6.57507584059962,-0.8047287905049169,-0.7746884891450837,-0.3763993960049229,0.8703882797784892,1.5666989036012806,0,18,2,2,1.8278153875348273,0.4670993664969138,-0.7537783614444088,8,10,0.8906062478852513,1.5351786918676338,0.0,1,3,4
4493,5573,Pilot34,195,Experiment,137,1,0,1,1,6,2,2,aversion2.png,372,4037143.38,26.67,3036,m,1415,175,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L06_R02.wav,30,7.254884810077338,0.8492509120754907,0.9284634254836193,-0.7527987920098433,0.17407765595569785,-1.2185435916898848,1,8,-4,4,-0.7833494518006403,-0.9341987329938276,0.15075567228888184,2,6,-1.2373909815750836,0.16719767931231658,0.0,1,2,0
4494,5574,Pilot34,196,Experiment,95,1,0,1,1,1,6,2,aversion2.png,672,4049110.19,76.67,3005,z,432,176,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L01_R06.wav,30,6.068425588244111,-1.4800643424181206,-2.0440191189091332,1.129198188014759,-1.5666989036012806,0.17407765595569785,0,7,5,5,-1.044465935734187,1.1677484162422844,0.6030226891555271,1,6,-1.5920571864851396,0.16719767931231658,1.0,1,0,2
4495,5575,Pilot34,197,Experiment,148,1,0,1,1,7,4,2,aversion2.png,582,4061398.57,61.67,2753,m,887,177,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L07_R04.wav,30,6.787844982309579,-0.40189705778476026,-0.24162966328753488,0.5645990940073783,0.5222329678670935,-0.5222329678670935,1,11,-3,3,0.0,-0.7006490497453707,-0.30151134457776346,4,7,-0.5280585717549721,0.5091929324511458,1.0,1,3,1
4496,5576,Pilot34,198,Experiment,128,1,0,1,1,5,2,2,aversion2.png,282,4074518.23,11.67,2782,m,1906,178,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L05_R02.wav,30,7.552762084214147,2.0127237401084135,1.674746973581338,-1.3173978860172242,-0.17407765595569785,-1.2185435916898848,1,7,-3,3,-1.044465935734187,-0.7006490497453707,-0.30151134457776346,2,5,-1.2373909815750836,-0.17479757382651276,0.0,1,2,0
4497,5577,Pilot34,199,Experiment,163,1,0,1,1,9,1,2,aversion2.png,612,4088213.72,66.67,3578,m,702,179,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L09_R01.wav,30,6.553933404025811,-0.8402727669214013,-0.8276574597637915,0.7527987920098386,1.2185435916898848,-1.5666989036012806,1,10,-8,8,-0.26111648393354675,-1.8683974659876552,1.9598237397554632,1,9,-1.5920571864851396,1.1931834387288045,1.0,1,4,0
4498,5578,Pilot34,200,Experiment,170,1,0,1,1,9,8,2,aversion2.png,252,4101551.17,6.67,2156,m,1606,180,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L09_R08.wav,30,7.381501894506707,1.3018442117787254,1.2456821434659096,-1.5055975840196842,1.2185435916898848,0.8703882797784892,1,17,-1,1,1.5666989036012806,-0.2335496832484569,-1.206045378311054,8,9,0.8906062478852513,1.1931834387288045,0.0,1,4,3
4499,5579,Pilot35,21,Experiment,63,1,0,1,1,7,10,1,like2.png,432,733132.98,36.67,3815,m,2667,1,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L07_R10.wav,31,7.888709524182015,0.4840076901724008,0.6481346638403817,-1.6138145529627081,0.5222329678670935,1.5666989036012806,1,17,3,3,1.5666989036012806,0.7006490497453707,-0.3015113445777635,10,7,1.540631459987975,0.5572185436193945,0.0,1,3,4
4500,5580,Pilot35,22,Experiment,88,1,0,1,1,10,7,1,like2.png,522,752037.8,51.67,4572,m,4405,2,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L10_R07.wav,31,8.39049553837028,1.903178082073856,1.3333993419576098,-0.7388530986225783,1.5666989036012806,0.5222329678670935,1,17,-3,3,1.5666989036012806,-0.7006490497453707,-0.3015113445777635,7,10,0.4875416012620175,1.5947979007037845,0.0,0,4,2
4501,5581,Pilot35,23,Experiment,73,1,0,1,1,9,1,1,like2.png,702,767253.73,81.67,5562,z,1788,3,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L09_R01.wav,31,7.488852955733459,-0.23374304313103936,0.10207005677033684,1.0110698100576814,1.2185435916898848,-1.5666989036012806,0,10,-8,8,-0.26111648393354675,-1.8683974659876552,1.9598237397554636,9,1,1.1896015070793224,-1.5179401705493853,1.0,1,4,0
4502,5582,Pilot35,24,Experiment,61,1,0,1,1,7,8,1,like2.png,522,786188.59,51.67,5622,z,2573,4,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L07_R08.wav,31,7.8528278122817445,0.4072516390569021,0.5991327605182848,-0.7388530986225783,0.5222329678670935,0.8703882797784892,0,15,1,1,1.044465935734187,0.2335496832484569,-1.2060453783110543,7,8,0.4875416012620175,0.9030783293141911,0.0,0,3,3
4503,5583,Pilot35,25,Experiment,31,1,0,1,1,4,5,1,like2.png,522,803677.67,51.67,6650,z,3512,5,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L04_R05.wav,31,8.163940954755008,1.173995596476618,1.0240048004053741,-0.7388530986225783,-0.5222329678670935,-0.17407765595569785,0,9,1,1,-0.5222329678670935,0.2335496832484569,-1.2060453783110543,4,5,-0.56554825746394,-0.13450102777019882,0.0,0,1,1
4504,5584,Pilot35,26,Experiment,26,1,0,1,1,3,9,1,like2.png,582,828245.94,61.67,5874,m,4930,6,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L03_R09.wav,31,8.503094267036737,2.331868793091269,1.487169932157996,-0.15554546239582503,-0.8703882797784892,1.2185435916898848,1,12,6,6,0.26111648393354675,1.4012980994907414,1.0552897060221726,9,3,1.1896015070793224,-0.8262205991597921,1.0,1,1,4
4505,5585,Pilot35,27,Experiment,12,1,0,1,1,2,4,1,like2.png,612,845949.06,66.67,6023,m,2983,7,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L02_R04.wav,31,8.000684784514748,0.7420386705181199,0.8010538137555764,0.1361083557175516,-1.2185435916898848,-0.5222329678670935,1,6,2,2,-1.3055824196677337,0.4670993664969138,-0.7537783614444089,4,2,-0.56554825746394,-1.1720803848545887,1.0,1,0,1
4506,5586,Pilot35,28,Experiment,86,1,0,1,1,10,5,1,like2.png,612,863404.85,66.67,6462,z,2489,8,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L10_R05.wav,31,7.819636302367592,0.338661125294116,0.5538047347973195,0.1361083557175516,1.5666989036012806,-0.17407765595569785,0,15,-5,5,1.044465935734187,-1.1677484162422844,0.6030226891555273,10,5,1.540631459987975,-0.13450102777019882,1.0,1,4,1
4507,5587,Pilot35,29,Experiment,77,1,0,1,1,9,5,1,like2.png,582,881693.4,61.67,6242,z,3361,9,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L09_R05.wav,31,8.119993827725105,1.0506959824506574,0.9639883531414135,-0.15554546239582503,1.2185435916898848,-0.17407765595569785,0,14,-4,4,0.7833494518006403,-0.9341987329938276,0.15075567228888187,9,5,1.1896015070793224,-0.13450102777019882,1.0,1,4,1
4508,5588,Pilot35,30,Experiment,70,1,0,1,1,8,7,1,like2.png,492,901404.85,46.67,5629,z,4806,10,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L08_R07.wav,31,8.477620416296414,2.2306161299176326,1.4523815370365967,-1.0305069167359548,0.8703882797784892,0.5222329678670935,0,15,-1,1,1.044465935734187,-0.2335496832484569,-1.2060453783110543,8,7,0.83857155417067,0.5572185436193945,0.0,1,3,2
4509,5589,Pilot35,31,Experiment,87,1,0,1,1,10,6,1,like2.png,552,919198.33,56.67,7245,z,2616,11,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L10_R06.wav,31,7.86940171257709,0.4423634496735664,0.6217669275335007,-0.44719928050920166,1.5666989036012806,0.17407765595569785,0,16,-4,4,1.3055824196677337,-0.9341987329938276,0.15075567228888187,10,6,1.540631459987975,0.21135875792459782,1.0,1,4,2
4510,5590,Pilot35,32,Experiment,66,1,0,1,1,8,3,1,like2.png,612,937372.41,66.67,4429,z,2157,12,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L08_R03.wav,31,7.676473646389156,0.06756528518405669,0.35829448023956123,0.1361083557175516,0.8703882797784892,-0.8703882797784892,0,11,-5,5,0.0,-1.1677484162422844,0.6030226891555273,8,3,0.83857155417067,-0.8262205991597921,1.0,1,3,0
4511,5591,Pilot35,33,Experiment,78,1,0,1,1,9,6,1,like2.png,552,956053.62,56.67,6884,z,5038,13,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L09_R06.wav,31,8.524764456912555,2.4200565965005656,1.5167638532122014,-0.44719928050920166,1.2185435916898848,0.17407765595569785,0,15,-3,3,1.044465935734187,-0.7006490497453707,-0.3015113445777635,9,6,1.1896015070793224,0.21135875792459782,0.0,1,4,2
4512,5592,Pilot35,34,Experiment,24,1,0,1,1,3,7,1,like2.png,612,973308.97,66.67,4672,m,2227,14,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L03_R07.wav,31,7.708410667257367,0.1247240466530451,0.40190931147530556,0.1361083557175516,-0.8703882797784892,0.5222329678670935,1,10,4,4,-0.26111648393354675,0.9341987329938276,0.15075567228888187,7,3,0.4875416012620175,-0.8262205991597921,1.0,1,1,2
4513,5593,Pilot35,35,Experiment,85,1,0,1,1,10,4,1,like2.png,672,992004.75,76.67,4926,z,1989,15,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L10_R04.wav,31,7.5953872788539725,-0.0696157423415155,0.24755878419075664,0.7194159919443048,1.5666989036012806,-0.5222329678670935,0,14,-6,6,0.7833494518006403,-1.4012980994907414,1.0552897060221726,10,4,1.540631459987975,-0.4803608134649955,1.0,1,4,1
4514,5594,Pilot35,36,Experiment,62,1,0,1,1,7,9,1,like2.png,522,1009524.7,51.67,3792,z,3892,16,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L07_R09.wav,31,8.266678443305896,1.484286015879698,1.1643083760964703,-0.7388530986225783,0.5222329678670935,1.2185435916898848,0,16,2,2,1.3055824196677337,0.4670993664969138,-0.7537783614444089,7,9,0.4875416012620175,1.2489381150089878,0.0,0,3,4
4515,5595,Pilot35,37,Experiment,76,1,0,1,1,9,4,1,like2.png,582,1025356.92,61.67,4744,z,3691,17,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L09_R04.wav,31,8.213652703029998,1.3201587150901741,1.0918937096556927,-0.15554546239582503,1.2185435916898848,-0.5222329678670935,0,13,-5,5,0.5222329678670935,-1.1677484162422844,0.6030226891555273,9,4,1.1896015070793224,-0.4803608134649955,1.0,1,4,1
4516,5596,Pilot35,38,Experiment,71,1,0,1,1,8,9,1,like2.png,522,1042037.71,51.67,5756,m,3372,18,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L08_R09.wav,31,8.123261319121745,1.0596780735386413,0.968450606725327,-0.7388530986225783,0.8703882797784892,1.2185435916898848,1,17,1,1,1.5666989036012806,0.2335496832484569,-1.2060453783110543,9,8,1.1896015070793224,0.9030783293141911,0.0,1,3,4
4517,5597,Pilot35,39,Experiment,8,1,0,1,1,1,9,1,like2.png,732,1057733.45,86.67,4096,m,2051,19,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L01_R09.wav,31,7.62608275807238,-0.018989410754697195,0.28947810256849904,1.3027236281710581,-1.5666989036012806,1.2185435916898848,1,10,8,8,-0.26111648393354675,1.8683974659876552,1.9598237397554636,9,1,1.1896015070793224,-1.5179401705493853,1.0,1,0,4
4518,5598,Pilot35,40,Experiment,60,1,0,1,1,7,6,1,like2.png,312,1072180.21,16.67,1597,z,2581,20,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L07_R06.wav,31,7.855932199718614,0.4137840689390722,0.6033722709819612,-2.7804298254162148,0.5222329678670935,0.17407765595569785,0,13,-1,1,0.5222329678670935,-0.2335496832484569,-1.2060453783110543,7,6,0.4875416012620175,0.21135875792459782,0.0,1,3,2
4519,5599,Pilot35,41,Experiment,27,1,0,1,1,3,10,1,like2.png,732,1087732.86,86.67,3424,m,2817,21,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L03_R10.wav,31,7.943427767876373,0.6064907504630903,0.7228606996248031,1.3027236281710581,-0.8703882797784892,1.5666989036012806,1,13,7,7,0.5222329678670935,1.6348477827391983,1.507556722888818,10,3,1.540631459987975,-0.8262205991597921,1.0,1,1,4
4520,5600,Pilot35,42,Experiment,6,1,0,1,1,1,7,1,like2.png,762,1100973.34,91.67,3798,m,2141,22,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L01_R07.wav,31,7.669028288589683,0.054500425419716475,0.3481267183417387,1.5943774462844347,-1.5666989036012806,0.5222329678670935,1,8,6,6,-0.7833494518006403,1.4012980994907414,1.0552897060221726,7,1,0.4875416012620175,-1.5179401705493853,1.0,1,0,2
4521,5601,Pilot35,43,Experiment,48,1,0,1,1,6,3,1,like2.png,762,1114636.71,91.67,4595,z,1938,23,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L06_R03.wav,31,7.569411792450712,-0.11125998284034991,0.21208532971860702,1.5943774462844347,0.17407765595569785,-0.8703882797784892,0,9,-3,3,-0.5222329678670935,-0.7006490497453707,-0.3015113445777635,6,3,0.136511648353365,-0.8262205991597921,1.0,1,2,0
4522,5602,Pilot35,44,Experiment,9,1,0,1,1,1,10,1,like2.png,732,1131852.9,86.67,3323,m,4537,24,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L01_R10.wav,31,8.420021279663963,2.0109631751296626,1.373721206321485,1.3027236281710581,-1.5666989036012806,1.5666989036012806,1,11,9,9,0.0,2.101947149236112,2.412090756622109,10,1,1.540631459987975,-1.5179401705493853,1.0,1,0,4
4523,5603,Pilot35,45,Experiment,40,1,0,1,1,5,4,1,like2.png,702,1146028.1,81.67,7124,z,2996,25,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L05_R04.wav,31,8.005033344637111,0.7526538690766463,0.8069924301543316,1.0110698100576814,-0.17407765595569785,-0.5222329678670935,0,9,-1,1,-0.5222329678670935,-0.2335496832484569,-1.2060453783110543,5,4,-0.2145183045552875,-0.4803608134649955,1.0,1,2,1
4524,5604,Pilot35,46,Experiment,36,1,0,1,1,4,10,1,like2.png,672,1164365.54,76.67,3175,m,3167,26,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L04_R10.wav,31,8.06054004653864,0.8922845578080323,0.8827952248444777,0.7194159919443048,-0.5222329678670935,1.5666989036012806,1,14,6,6,0.7833494518006403,1.4012980994907414,1.0552897060221726,10,4,1.540631459987975,-0.4803608134649955,1.0,1,1,4
4525,5605,Pilot35,47,Experiment,17,1,0,1,1,2,9,1,like2.png,702,1179949.61,81.67,3768,m,4651,27,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L02_R09.wav,31,8.444837529224097,2.1040503009505866,1.407611547594571,1.0110698100576814,-1.2185435916898848,1.2185435916898848,1,11,7,7,0.0,1.6348477827391983,1.507556722888818,9,2,1.1896015070793224,-1.1720803848545887,1.0,1,0,4
4526,5606,Pilot35,48,Experiment,30,1,0,1,1,4,3,1,like2.png,492,1198109.44,46.67,3840,z,3794,28,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L04_R03.wav,31,8.24117615049496,1.4042637498231143,1.1294811390268844,-1.0305069167359548,-0.5222329678670935,-0.8703882797784892,0,7,-1,1,-1.044465935734187,-0.2335496832484569,-1.2060453783110543,4,3,-0.56554825746394,-0.8262205991597921,0.0,1,1,0
4527,5607,Pilot35,49,Experiment,32,1,0,1,1,4,6,1,like2.png,612,1213501.33,66.67,4137,m,3386,29,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L04_R06.wav,31,8.12740456269308,1.071109825832439,0.9741088323274593,0.1361083557175516,-0.5222329678670935,0.17407765595569785,1,10,2,2,-0.26111648393354675,0.4670993664969138,-0.7537783614444089,6,4,0.136511648353365,-0.4803608134649955,1.0,1,1,2
4528,5608,Pilot35,50,Experiment,83,1,0,1,1,10,2,1,like2.png,642,1228029.47,71.67,3741,z,2781,30,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L10_R02.wav,31,7.930565854233965,0.5770948159933248,0.7052958116787046,0.42776217383092824,1.5666989036012806,-1.2185435916898848,0,12,-8,8,0.26111648393354675,-1.8683974659876552,1.9598237397554636,10,2,1.540631459987975,-1.1720803848545887,1.0,1,4,0
4529,5609,Pilot35,51,Experiment,53,1,0,1,1,6,9,1,like2.png,552,1242052.88,56.67,3787,z,2188,31,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L06_R09.wav,31,7.690743163541872,0.09287845097746583,0.37778166362461935,-0.44719928050920166,0.17407765595569785,1.2185435916898848,0,15,3,3,1.044465935734187,0.7006490497453707,-0.3015113445777635,6,9,0.136511648353365,1.2489381150089878,1.0,0,2,4
4530,5610,Pilot35,52,Experiment,64,1,0,1,1,8,1,1,like2.png,732,1255164.79,86.67,3846,z,1316,32,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L08_R01.wav,31,7.182352111885263,-0.6191564061790755,-0.31650319191229875,1.3027236281710581,0.8703882797784892,-1.5666989036012806,0,9,-7,7,-0.5222329678670935,-1.6348477827391983,1.507556722888818,8,1,0.83857155417067,-1.5179401705493853,1.0,1,3,0
4531,5611,Pilot35,53,Experiment,1,1,0,1,1,1,2,1,like2.png,432,1270667.95,36.67,3578,m,3769,33,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L01_R02.wav,31,8.234564993267135,1.3838499064413325,1.1204526041502465,-1.6138145529627081,-1.5666989036012806,-1.2185435916898848,1,3,1,1,-2.088931871468374,0.2335496832484569,-1.2060453783110543,2,1,-1.267608163281245,-1.5179401705493853,0.0,1,0,0
4532,5612,Pilot35,54,Experiment,22,1,0,1,1,3,5,1,like2.png,432,1285284.67,36.67,4329,m,3336,34,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L03_R05.wav,31,8.112527763478637,1.0302821390688757,0.953792313459169,-1.6138145529627081,-0.8703882797784892,-0.17407765595569785,1,8,2,2,-0.7833494518006403,0.4670993664969138,-0.7537783614444089,5,3,-0.2145183045552875,-0.8262205991597921,0.0,1,1,1
4533,5613,Pilot35,55,Experiment,35,1,0,1,1,4,9,1,like2.png,462,1300381.36,41.67,5014,m,3233,35,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L04_R09.wav,31,8.081165777725433,0.9461771043359357,0.9109627796248061,-1.3221607348493316,-0.5222329678670935,1.2185435916898848,1,13,5,5,0.5222329678670935,1.1677484162422844,0.6030226891555273,9,4,1.1896015070793224,-0.4803608134649955,0.0,1,1,4
4534,5614,Pilot35,56,Experiment,33,1,0,1,1,4,7,1,like2.png,522,1316068.13,51.67,3298,m,2853,36,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L04_R07.wav,31,7.9561263512135,0.6358866849328557,0.7402025353416443,-0.7388530986225783,-0.5222329678670935,0.5222329678670935,1,11,3,3,0.0,0.7006490497453707,-0.3015113445777635,7,4,0.4875416012620175,-0.4803608134649955,0.0,1,1,2
4535,5615,Pilot35,57,Experiment,25,1,0,1,1,3,8,1,like2.png,582,1329996.28,61.67,3894,m,2948,37,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L03_R08.wav,31,7.988882253309227,0.7134592897836257,0.7849356727177011,-0.15554546239582503,-0.8703882797784892,0.8703882797784892,1,11,5,5,0.0,1.1677484162422844,0.6030226891555273,8,3,0.83857155417067,-0.8262205991597921,1.0,1,1,3
4536,5616,Pilot35,58,Experiment,89,1,0,1,1,10,8,1,like2.png,522,1344941.15,51.67,1551,z,3259,38,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L10_R08.wav,31,8.089175678837561,0.9674075014529885,0.9219015107814185,-0.7388530986225783,1.5666989036012806,0.8703882797784892,0,18,-2,2,1.8278153875348273,-0.4670993664969138,-0.7537783614444089,10,8,1.540631459987975,0.9030783293141911,0.0,1,4,3
4537,5617,Pilot35,59,Experiment,23,1,0,1,1,3,6,1,like2.png,492,1358836.21,46.67,3364,m,2921,39,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L03_R06.wav,31,7.979681302387741,0.6914123389313016,0.772370382946155,-1.0305069167359548,-0.8703882797784892,0.17407765595569785,1,9,3,3,-0.5222329678670935,0.7006490497453707,-0.3015113445777635,6,3,0.136511648353365,-0.8262205991597921,0.0,1,1,2
4538,5618,Pilot35,60,Experiment,38,1,0,1,1,5,2,1,like2.png,522,1373125.67,51.67,3256,z,3144,40,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L05_R02.wav,31,8.053251153549096,0.8735038218967933,0.8728411393038713,-0.7388530986225783,-0.17407765595569785,-1.2185435916898848,0,7,-3,3,-1.044465935734187,-0.7006490497453707,-0.3015113445777635,5,2,-0.2145183045552875,-1.1720803848545887,0.0,1,2,0
4539,5619,Pilot35,61,Experiment,84,1,0,1,1,10,3,1,like2.png,672,1385076.95,76.67,2545,z,1162,41,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L10_R03.wav,31,7.057897937411856,-0.74490568141085,-0.4864641860400995,0.7194159919443048,1.5666989036012806,-0.8703882797784892,0,13,-7,7,0.5222329678670935,-1.6348477827391983,1.507556722888818,10,3,1.540631459987975,-0.8262205991597921,1.0,1,4,0
4540,5620,Pilot35,62,Experiment,11,1,0,1,1,2,3,1,like2.png,642,1397835.99,71.67,3756,z,2321,42,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L02_R03.wav,31,7.749753406274437,0.2014800977685438,0.45836907309470304,0.42776217383092824,-1.2185435916898848,-0.8703882797784892,0,5,1,1,-1.5666989036012806,0.2335496832484569,-1.2060453783110543,2,3,-1.267608163281245,-0.8262205991597921,1.0,0,0,0
4541,5621,Pilot35,63,Experiment,50,1,0,1,1,6,5,1,like2.png,522,1410717.3,51.67,4297,z,1119,43,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L06_R05.wav,31,7.020190708311925,-0.7800174920275144,-0.5379591091372631,-0.7388530986225783,0.17407765595569785,-0.17407765595569785,0,11,-1,1,0.0,-0.2335496832484569,-1.2060453783110543,6,5,0.136511648353365,-0.13450102777019882,0.0,1,2,1
4542,5622,Pilot35,64,Experiment,65,1,0,1,1,8,2,1,like2.png,552,1424284.97,56.67,3433,z,1837,44,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L08_R02.wav,31,7.515889085215125,-0.19373191010274748,0.13899197974732627,-0.44719928050920166,0.8703882797784892,-1.2185435916898848,0,10,-6,6,-0.26111648393354675,-1.4012980994907414,1.0552897060221726,8,2,0.83857155417067,-1.1720803848545887,0.0,1,3,0
4543,5623,Pilot35,65,Experiment,57,1,0,1,1,7,3,1,like2.png,552,1438956.91,56.67,5168,z,3142,45,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L07_R03.wav,31,8.052614818815567,0.8718707144262507,0.8719721280041989,-0.44719928050920166,0.5222329678670935,-0.8703882797784892,0,10,-4,4,-0.26111648393354675,-0.9341987329938276,0.15075567228888187,7,3,0.4875416012620175,-0.8262205991597921,0.0,1,3,0
4544,5624,Pilot35,66,Experiment,67,1,0,1,1,8,4,1,like2.png,612,1519676.88,66.67,4545,z,1545,46,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L08_R04.wav,31,7.3427791893318455,-0.43216560080195626,-0.09741575926322195,0.1361083557175516,0.8703882797784892,-0.5222329678670935,0,12,-4,4,0.26111648393354675,-0.9341987329938276,0.15075567228888187,8,4,0.83857155417067,-0.4803608134649955,1.0,1,3,1
4545,5625,Pilot35,67,Experiment,5,1,0,1,1,1,6,1,like2.png,672,1533693.14,76.67,2218,m,1595,47,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L01_R06.wav,31,7.374629015218945,-0.39133791403839313,-0.05392000595905711,0.7194159919443048,-1.5666989036012806,0.17407765595569785,1,7,5,5,-1.044465935734187,1.1677484162422844,0.6030226891555273,6,1,0.136511648353365,-1.5179401705493853,1.0,1,0,2
4546,5626,Pilot35,68,Experiment,4,1,0,1,1,1,5,1,like2.png,702,1544892.44,81.67,2434,m,1127,48,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L01_R05.wav,31,7.027314514039777,-0.7734850621453442,-0.5282304752155645,1.0110698100576814,-1.5666989036012806,-0.17407765595569785,1,6,4,4,-1.3055824196677337,0.9341987329938276,0.15075567228888187,5,1,-0.2145183045552875,-1.5179401705493853,1.0,1,0,1
4547,5627,Pilot35,69,Experiment,51,1,0,1,1,6,7,1,like2.png,552,1557988.61,56.67,3613,m,3040,49,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L06_R07.wav,31,8.019612794400267,0.7885822334285819,0.8269028733842757,-0.44719928050920166,0.17407765595569785,0.5222329678670935,1,13,1,1,0.5222329678670935,0.2335496832484569,-1.2060453783110543,7,6,0.4875416012620175,0.21135875792459782,0.0,1,2,2
4548,5628,Pilot35,70,Experiment,80,1,0,1,1,9,8,1,like2.png,522,1573765.54,51.67,3895,z,4084,50,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L09_R08.wav,31,8.314832179284556,1.6410643330517805,1.230069583966999,-0.7388530986225783,1.2185435916898848,0.8703882797784892,0,17,-1,1,1.5666989036012806,-0.2335496832484569,-1.2060453783110543,9,8,1.1896015070793224,0.9030783293141911,0.0,1,4,3
4549,5629,Pilot35,71,Experiment,46,1,0,1,1,6,1,1,like2.png,522,1586453.49,51.67,3579,z,1239,51,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L06_R01.wav,31,7.122059881629142,-0.6820310437949627,-0.3988413491968674,-0.7388530986225783,0.17407765595569785,-1.5666989036012806,0,7,-5,5,-1.044465935734187,-1.1677484162422844,0.6030226891555273,6,1,0.136511648353365,-1.5179401705493853,0.0,1,2,0
4550,5630,Pilot35,72,Experiment,75,1,0,1,1,9,3,1,like2.png,522,1598045.36,51.67,1858,z,430,52,SimClick_Noise_1_L07_R04.wav,SimClick_Noise_1_L09_R03.wav,31,6.063785208687608,-1.3426230156294146,-1.8440754382458473,-0.7388530986225783,1.2185435916898848,-0.8703882797784892,0,12,-6,6,0.26111648393354675,-1.4012980994907414,1.0552897060221726,9,3,1.1896015070793224,-0.8262205991597921,0.0,1,4,0
